0 0 01 40 tag10498 undefined 	0.000000	0.000071	1
1 0 0 31 41 0 	8162.742229	0.000071	1

0 2 2 01 60 e 	1929.674364	0.005900	18
1 1 1 02 59 f 	2437.627395	0.005800	7
0 3 3 01 41 f 	1915.478888	0.004000	19
1 2 2 02 40 e 	2424.300180	0.003900	11
0 3 3 01 40 e 	1886.910744	0.004000	19
1 2 2 02 39 f 	2396.489874	0.003900	11
0 2 2 01 58 e 	1847.013336	0.005700	18
1 1 1 02 57 f 	2356.613292	0.005600	8
0 3 3 01 39 f 	1859.037587	0.003800	19
1 2 2 02 38 e 	2369.365098	0.003700	11
0 2 2 01 59 f 	1888.066686	0.005900	18
1 1 1 02 58 e 	2399.014672	0.005800	7
0 3 3 01 38 e 	1831.860150	0.003800	19
1 2 2 02 37 f 	2342.941751	0.003700	13
0 2 2 01 56 e 	1767.118367	0.005500	19
1 1 1 02 55 f 	2278.356952	0.005400	10
0 3 3 01 37 f 	1805.378004	0.003600	19
1 2 2 02 36 e 	2317.205942	0.003500	13
0 2 2 01 57 f 	1806.779228	0.005700	19
1 1 1 02 56 e 	2319.231605	0.005600	10
0 3 3 01 36 e 	1779.591709	0.003600	19
1 2 2 02 35 f 	2292.170162	0.003500	14
0 2 2 01 54 e 	1689.990749	0.005300	19
1 1 1 02 53 f 	2202.859615	0.005200	10
0 3 3 01 35 f 	1754.500978	0.003400	19
1 2 2 02 34 e 	2267.823591	0.003300	14
0 2 2 01 55 f 	1728.259504	0.005500	19
1 1 1 02 54 e 	2242.211690	0.005400	10
0 3 3 01 34 e 	1730.106236	0.003400	19
1 2 2 02 33 f 	2244.175937	0.003300	15
0 2 2 01 52 e 	1615.631724	0.005100	19
1 1 1 02 51 f 	2130.122481	0.005000	12
0 3 3 01 33 f 	1706.407303	0.003200	19
1 2 2 02 32 e 	2221.218874	0.003100	15
0 2 2 01 53 f 	1652.508695	0.005300	19
1 1 1 02 52 e 	2167.956186	0.005200	10
0 3 3 01 32 e 	1683.404501	0.003200	19
1 2 2 02 31 f 	2198.959858	0.003100	15
0 2 2 01 50 e 	1544.042489	0.004900	19
1 1 1 02 49 f 	2060.146707	0.004800	12
0 3 3 01 31 f 	1661.097728	0.003000	19
1 2 2 02 30 e 	2177.392570	0.002900	16
0 2 2 01 51 f 	1579.527939	0.005100	19
1 1 1 02 50 e 	2096.466305	0.005000	12
0 3 3 01 30 e 	1639.487231	0.003000	19
1 2 2 02 29 f 	2156.522664	0.002900	17
0 2 2 01 48 e 	1475.224197	0.004700	19
1 1 1 02 47 f 	1992.933404	0.004600	12
0 3 3 01 29 f 	1618.572961	0.002800	19
1 2 2 02 28 e 	2136.345415	0.002700	19
0 2 2 01 49 f 	1509.318335	0.004900	19
1 1 1 02 48 e 	2027.743220	0.004800	12
0 3 3 01 28 e 	1598.355109	0.002800	19
1 2 2 02 27 f 	2116.865048	0.002700	19
0 3 3 01 27 f 	1578.833664	0.002600	19
1 2 2 02 26 e 	2098.078095	0.002500	18
0 2 2 01 46 e 	1409.177949	0.004500	19
1 1 1 02 45 f 	1928.483642	0.004400	13
0 2 2 01 47 f 	1441.880937	0.004700	19
1 1 1 02 46 e 	1961.788054	0.004600	12
0 3 3 01 26 e 	1560.008775	0.002600	19
1 2 2 02 25 f 	2079.987658	0.002500	18
0 3 3 01 25 f 	1541.880456	0.002400	19
1 2 2 02 24 e 	2062.591247	0.002300	18
0 2 2 01 44 e 	1345.904805	0.004300	19
1 1 1 02 43 f 	1866.798447	0.004200	14
0 2 2 01 45 f 	1377.216760	0.004500	19
1 1 1 02 44 e 	1898.601889	0.004400	14
0 3 3 01 24 e 	1524.448825	0.002400	19
1 2 2 02 23 f 	2045.891098	0.002300	17
0 3 3 01 23 f 	1507.713912	0.002200	19
1 2 2 02 22 e 	2029.885463	0.002100	17
0 2 2 01 42 e 	1285.405776	0.004100	23
1 1 1 02 41 f 	1807.878800	0.004000	14
0 2 2 01 43 f 	1315.326777	0.004300	21
1 1 1 02 42 e 	1838.185761	0.004200	14
0 3 3 01 22 e 	1491.675812	0.002200	19
1 2 2 02 21 f 	2014.575923	0.002100	17
0 3 3 01 21 f 	1476.334564	0.002000	19
1 2 2 02 20 e 	1999.961288	0.001900	18
0 2 2 01 40 e 	1227.681828	0.003900	24
1 1 1 02 39 f 	1751.725641	0.003800	14
0 2 2 01 41 f 	1256.211919	0.004100	23
1 1 1 02 40 e 	1780.540662	0.004000	14
0 3 3 01 20 e 	1461.690245	0.002000	19
1 2 2 02 19 f 	1986.042646	0.001900	18
0 3 3 01 19 f 	1447.742899	0.001800	19
1 2 2 02 18 e 	1972.819219	0.001700	18
0 2 2 01 38 e 	1172.733882	0.003700	25
1 1 1 02 37 f 	1698.339864	0.003600	14
0 2 2 01 39 f 	1199.873073	0.003900	24
1 1 1 02 38 e 	1725.667538	0.003800	14
0 3 3 01 18 e 	1434.492590	0.001800	19
1 2 2 02 17 f 	1960.291735	0.001700	18
0 3 3 01 17 f 	1421.939362	0.001600	19
1 2 2 02 16 e 	1948.459707	0.001500	18
0 2 2 01 36 e 	1120.562812	0.003500	25
1 1 1 02 35 f 	1647.722320	0.003400	14
0 3 3 01 16 e 	1410.083269	0.001600	19
1 2 2 02 15 f 	1937.323609	0.001500	18
0 2 2 01 37 f 	1146.311088	0.003700	25
1 1 1 02 36 e 	1673.567291	0.003600	14
0 3 3 01 15 f 	1398.924354	0.001400	19
1 2 2 02 14 e 	1926.883156	0.001300	18
0 3 3 01 14 e 	1388.462663	0.001400	20
1 2 2 02 13 f 	1917.138645	0.001300	18
0 2 2 01 34 e 	1071.169447	0.003300	25
1 1 1 02 33 f 	1599.873817	0.003200	15
0 2 2 01 35 f 	1095.526768	0.003500	25
1 1 1 02 34 e 	1624.240778	0.003400	15
0 3 3 01 13 f 	1378.698233	0.001200	21
1 2 2 02 12 e 	1908.089925	0.001100	18
0 3 3 01 12 e 	1369.631105	0.001200	21
1 2 2 02 11 f 	1899.737173	0.001100	18
0 2 2 01 33 f 	1047.520878	0.003300	26
1 1 1 02 32 e 	1577.688809	0.003200	15
0 2 2 01 32 e 	1024.554572	0.003100	27
1 1 1 02 31 f 	1554.795119	0.003000	15
0 3 3 01 11 f 	1361.261313	0.001000	21
1 2 2 02 10 e 	1892.080324	0.000900	18
0 3 3 01 10 e 	1353.588889	0.001000	21
1 2 2 02 9 f 	1885.119479	0.000900	18
0 2 2 01 31 f 	1002.294140	0.003100	29
1 1 1 02 30 e 	1533.912152	0.003000	15
0 2 2 01 30 e 	980.718926	0.002900	32
1 1 1 02 29 f 	1512.486943	0.002800	15
0 3 3 01 9 f 	1346.613864	0.000800	21
1 2 2 02 8 e 	1878.854618	0.000700	18
0 3 3 01 8 e 	1340.336264	0.000800	21
1 2 2 02 7 f 	1873.285800	0.000700	16
0 2 2 01 29 f 	959.847234	0.002900	32
1 1 1 02 28 e 	1492.911527	0.002800	15
0 2 2 01 28 e 	939.663203	0.002700	32
