v	unc	v1'	v2'	l2'	v3'	r'	J'	sym'	v1''	v2''	l2''	v3''	r''	J''	sym''	tag
575.85287	0.0001	1	0	0	0	2	33	f	0	1	1	0	1	34	e	tag1
577.329347	0.0001	1	0	0	0	2	31	f	0	1	1	0	1	32	e	tag2
578.805036	0.0001	1	0	0	0	2	29	f	0	1	1	0	1	30	e	tag3
579.542612	0.0001	1	0	0	0	2	28	e	0	1	1	0	1	29	e	tag4
580.280022	0.0001	1	0	0	0	2	27	f	0	1	1	0	1	28	e	tag5
581.017278	0.0001	1	0	0	0	2	26	e	0	1	1	0	1	27	e	tag6
581.754387	0.0001	1	0	0	0	2	25	f	0	1	1	0	1	26	e	tag7
582.49136	0.0001	1	0	0	0	2	24	e	0	1	1	0	1	25	e	tag8
583.228204	0.0001	1	0	0	0	2	23	f	0	1	1	0	1	24	e	tag9
583.964928	0.0001	1	0	0	0	2	22	e	0	1	1	0	1	23	e	tag10
584.701539	0.0001	1	0	0	0	2	21	f	0	1	1	0	1	22	e	tag11
585.438045	0.0001	1	0	0	0	2	20	e	0	1	1	0	1	21	e	tag12
586.174453	0.0001	1	0	0	0	2	19	f	0	1	1	0	1	20	e	tag13
586.910769	0.0001	1	0	0	0	2	18	e	0	1	1	0	1	19	e	tag14
587.646998	0.0001	1	0	0	0	2	17	f	0	1	1	0	1	18	e	tag15
588.383146	0.0001	1	0	0	0	2	16	e	0	1	1	0	1	17	e	tag16
589.119219	0.0001	1	0	0	0	2	15	f	0	1	1	0	1	16	e	tag17
589.855221	0.0001	1	0	0	0	2	14	e	0	1	1	0	1	15	e	tag18
590.591155	0.0001	1	0	0	0	2	13	f	0	1	1	0	1	14	e	tag19
591.327027	0.0001	1	0	0	0	2	12	e	0	1	1	0	1	13	e	tag20
592.062838	0.0001	1	0	0	0	2	11	f	0	1	1	0	1	12	e	tag21
592.798591	0.0001	1	0	0	0	2	10	e	0	1	1	0	1	11	e	tag22
593.53429	0.0001	1	0	0	0	2	9	f	0	1	1	0	1	10	e	tag23
594.269935	0.0001	1	0	0	0	2	8	e	0	1	1	0	1	9	e	tag24
595.005528	0.0001	1	0	0	0	2	7	f	0	1	1	0	1	8	e	tag25
595.741069	0.0001	1	0	0	0	2	6	e	0	1	1	0	1	7	e	tag26
596.476561	0.0001	1	0	0	0	2	5	f	0	1	1	0	1	6	e	tag27
597.212001	0.0001	1	0	0	0	2	4	e	0	1	1	0	1	5	e	tag28
597.94739	0.0001	1	0	0	0	2	3	f	0	1	1	0	1	4	e	tag29
599.912566	0.0001	1	0	0	0	2	39	f	0	1	1	0	1	39	f	tag30
600.012851	0.0001	1	0	0	0	2	37	f	0	1	1	0	1	37	f	tag31
600.060737	0.0001	1	0	0	0	2	36	e	0	1	1	0	1	36	f	tag32
600.107138	0.0001	1	0	0	0	2	35	f	0	1	1	0	1	35	f	tag33
600.15207	0.0001	1	0	0	0	2	34	e	0	1	1	0	1	34	f	tag34
600.195547	0.0001	1	0	0	0	2	33	f	0	1	1	0	1	33	f	tag35
