v	unc	v1'	v2'	l2'	v3'	J'	parity'	v1''	v2''	l2''	v3''	J''	parity''	tag
0.757206	0.0001	0	0	0	01	1		0	0	0	01	0		tag1
0.757232	0.0001	0	0	0	01	1		0	0	0	01	0		tag2
0.757245	0.0001	0	0	0	01	1		0	0	0	01	0		tag3
1.514423	0.0001	0	0	0	01	2		0	0	0	01	1		tag4
1.514428	0.0001	0	0	0	01	2		0	0	0	01	1		tag5
1.514434	0.0001	0	0	0	01	2		0	0	0	01	1		tag6
1.514441	0.0001	0	0	0	01	2		0	0	0	01	1		tag7
1.514453	0.0001	0	0	0	01	2		0	0	0	01	1		tag8
1.514455	0.0001	0	0	0	01	2		0	0	0	01	1		tag9
1.514458	0.0001	0	0	0	01	2		0	0	0	01	1		tag10
1.514461	0.0001	0	0	0	01	2		0	0	0	01	1		tag11
1.51448	0.0001	0	0	0	01	2		0	0	0	01	1		tag12
2.271646	0.0001	0	0	0	01	3		0	0	0	01	2		tag13
2.271646	0.0001	0	0	0	01	3		0	0	0	01	2		tag14
2.271656	0.0001	0	0	0	01	3		0	0	0	01	2		tag15
2.271657	0.0001	0	0	0	01	3		0	0	0	01	2		tag16
2.271664	0.0001	0	0	0	01	3		0	0	0	01	2		tag17
2.271667	0.0001	0	0	0	01	3		0	0	0	01	2		tag18
2.271669	0.0001	0	0	0	01	3		0	0	0	01	2		tag19
2.27167	0.0001	0	0	0	01	3		0	0	0	01	2		tag20
2.27167	0.0001	0	0	0	01	3		0	0	0	01	2		tag21
2.271672	0.0001	0	0	0	01	3		0	0	0	01	2		tag22
2.271676	0.0001	0	0	0	01	3		0	0	0	01	2		tag23
2.271682	0.0001	0	0	0	01	3		0	0	0	01	2		tag24
2.271684	0.0001	0	0	0	01	3		0	0	0	01	2		tag25
2.271691	0.0001	0	0	0	01	3		0	0	0	01	2		tag26
3.028851	0.0001	0	0	0	01	4		0	0	0	01	3		tag27
3.028854	0.0001	0	0	0	01	4		0	0	0	01	3		tag28
3.028871	0.0001	0	0	0	01	4		0	0	0	01	3		tag29
3.028872	0.0001	0	0	0	01	4		0	0	0	01	3		tag30
3.028873	0.0001	0	0	0	01	4		0	0	0	01	3		tag31
3.028875	0.0001	0	0	0	01	4		0	0	0	01	3		tag32
3.028875	0.0001	0	0	0	01	4		0	0	0	01	3		tag33
3.028877	0.0001	0	0	0	01	4		0	0	0	01	3		tag34
3.028878	0.0001	0	0	0	01	4		0	0	0	01	3		tag35
3.028884	0.0001	0	0	0	01	4		0	0	0	01	3		tag36
3.028884	0.0001	0	0	0	01	4		0	0	0	01	3		tag37
3.028885	0.0001	0	0	0	01	4		0	0	0	01	3		tag38
3.028886	0.0001	0	0	0	01	4		0	0	0	01	3		tag39
3.028898	0.0001	0	0	0	01	4		0	0	0	01	3		tag40
3.0289	0.0001	0	0	0	01	4		0	0	0	01	3		tag41
3.786051	0.0001	0	0	0	01	5		0	0	0	01	4		tag42
3.786069	0.0001	0	0	0	01	5		0	0	0	01	4		tag43
3.786069	0.0001	0	0	0	01	5		0	0	0	01	4		tag44
3.78607	0.0001	0	0	0	01	5		0	0	0	01	4		tag45
3.786071	0.0001	0	0	0	01	5		0	0	0	01	4		tag46
3.786072	0.0001	0	0	0	01	5		0	0	0	01	4		tag47
3.786073	0.0001	0	0	0	01	5		0	0	0	01	4		tag48
3.786073	0.0001	0	0	0	01	5		0	0	0	01	4		tag49
3.786076	0.0001	0	0	0	01	5		0	0	0	01	4		tag50
3.786079	0.0001	0	0	0	01	5		0	0	0	01	4		tag51
3.786083	0.0001	0	0	0	01	5		0	0	0	01	4		tag52
3.786084	0.0001	0	0	0	01	5		0	0	0	01	4		tag53
3.786092	0.0001	0	0	0	01	5		0	0	0	01	4		tag54
3.786098	0.0001	0	0	0	01	5		0	0	0	01	4		tag55
4.543232	0.0001	0	0	0	01	6		0	0	0	01	5		tag56
4.543249	0.0001	0	0	0	01	6		0	0	0	01	5		tag57
4.543251	0.0001	0	0	0	01	6		0	0	0	01	5		tag58
4.543252	0.0001	0	0	0	01	6		0	0	0	01	5		tag59
4.543252	0.0001	0	0	0	01	6		0	0	0	01	5		tag60
4.543253	0.0001	0	0	0	01	6		0	0	0	01	5		tag61
4.543254	0.0001	0	0	0	01	6		0	0	0	01	5		tag62
4.543254	0.0001	0	0	0	01	6		0	0	0	01	5		tag63
4.543259	0.0001	0	0	0	01	6		0	0	0	01	5		tag64
4.543265	0.0001	0	0	0	01	6		0	0	0	01	5		tag65
4.543267	0.0001	0	0	0	01	6		0	0	0	01	5		tag66
5.300395	0.0001	0	0	0	01	7		0	0	0	01	6		tag67
5.300411	0.0001	0	0	0	01	7		0	0	0	01	6		tag68
5.300415	0.0001	0	0	0	01	7		0	0	0	01	6		tag69
5.300415	0.0001	0	0	0	01	7		0	0	0	01	6		tag70
5.300415	0.0001	0	0	0	01	7		0	0	0	01	6		tag71
5.300416	0.0001	0	0	0	01	7		0	0	0	01	6		tag72
5.300416	0.0001	0	0	0	01	7		0	0	0	01	6		tag73
5.300417	0.0001	0	0	0	01	7		0	0	0	01	6		tag74
5.300421	0.0001	0	0	0	01	7		0	0	0	01	6		tag75
5.300428	0.0001	0	0	0	01	7		0	0	0	01	6		tag76
5.300431	0.0001	0	0	0	01	7		0	0	0	01	6		tag77
6.057537	0.0001	0	0	0	01	8		0	0	0	01	7		tag78
6.057552	0.0001	0	0	0	01	8		0	0	0	01	7		tag79
6.057557	0.0001	0	0	0	01	8		0	0	0	01	7		tag80
6.057557	0.0001	0	0	0	01	8		0	0	0	01	7		tag81
6.057557	0.0001	0	0	0	01	8		0	0	0	01	7		tag82
6.057558	0.0001	0	0	0	01	8		0	0	0	01	7		tag83
6.057558	0.0001	0	0	0	01	8		0	0	0	01	7		tag84
6.057558	0.0001	0	0	0	01	8		0	0	0	01	7		tag85
6.057562	0.0001	0	0	0	01	8		0	0	0	01	7		tag86
6.057569	0.0001	0	0	0	01	8		0	0	0	01	7		tag87
6.057573	0.0001	0	0	0	01	8		0	0	0	01	7		tag88
6.814654	0.0001	0	0	0	01	9		0	0	0	01	8		tag89
6.814668	0.0001	0	0	0	01	9		0	0	0	01	8		tag90
6.814674	0.0001	0	0	0	01	9		0	0	0	01	8		tag91
6.814674	0.0001	0	0	0	01	9		0	0	0	01	8		tag92
6.814674	0.0001	0	0	0	01	9		0	0	0	01	8		tag93
6.814675	0.0001	0	0	0	01	9		0	0	0	01	8		tag94
6.814675	0.0001	0	0	0	01	9		0	0	0	01	8		tag95
6.814675	0.0001	0	0	0	01	9		0	0	0	01	8		tag96
6.814679	0.0001	0	0	0	01	9		0	0	0	01	8		tag97
6.814686	0.0001	0	0	0	01	9		0	0	0	01	8		tag98
6.814691	0.0001	0	0	0	01	9		0	0	0	01	8		tag99
6.82221	0.0001	0	1	1	01	9	f	0	1	1	01	8	e	tag100
6.832683	0.0001	0	1	1	01	9	f	0	1	1	01	8	e	tag101
7.571744	0.0001	0	0	0	01	10		0	0	0	01	9		tag102
7.571758	0.0001	0	0	0	01	10		0	0	0	01	9		tag103
7.571764	0.0001	0	0	0	01	10		0	0	0	01	9		tag104
7.571764	0.0001	0	0	0	01	10		0	0	0	01	9		tag105
7.571765	0.0001	0	0	0	01	10		0	0	0	01	9		tag106
7.571765	0.0001	0	0	0	01	10		0	0	0	01	9		tag107
7.571765	0.0001	0	0	0	01	10		0	0	0	01	9		tag108
7.571765	0.0001	0	0	0	01	10		0	0	0	01	9		tag109
7.571769	0.0001	0	0	0	01	10		0	0	0	01	9		tag110
7.571776	0.0001	0	0	0	01	10		0	0	0	01	9		tag111
7.571781	0.0001	0	0	0	01	10		0	0	0	01	9		tag112
7.580137	0.0001	0	1	1	01	10	e	0	1	1	01	9	f	tag113
7.591774	0.0001	0	1	1	01	10	e	0	1	1	01	9	f	tag114
8.328804	0.0001	0	0	0	01	11		0	0	0	01	10		tag115
8.328817	0.0001	0	0	0	01	11		0	0	0	01	10		tag116
8.328824	0.0001	0	0	0	01	11		0	0	0	01	10		tag117
8.328824	0.0001	0	0	0	01	11		0	0	0	01	10		tag118
8.328824	0.0001	0	0	0	01	11		0	0	0	01	10		tag119
8.328825	0.0001	0	0	0	01	11		0	0	0	01	10		tag120
8.328825	0.0001	0	0	0	01	11		0	0	0	01	10		tag121
8.328825	0.0001	0	0	0	01	11		0	0	0	01	10		tag122
8.328828	0.0001	0	0	0	01	11		0	0	0	01	10		tag123
8.328836	0.0001	0	0	0	01	11		0	0	0	01	10		tag124
8.328841	0.0001	0	0	0	01	11		0	0	0	01	10		tag125
8.338033	0.0001	0	1	1	01	11	f	0	1	1	01	10	e	tag126
8.350832	0.0001	0	1	1	01	11	f	0	1	1	01	10	e	tag127
9.08583	0.0001	0	0	0	01	12		0	0	0	01	11		tag128
9.085843	0.0001	0	0	0	01	12		0	0	0	01	11		tag129
9.08585	0.0001	0	0	0	01	12		0	0	0	01	11		tag130
9.085851	0.0001	0	0	0	01	12		0	0	0	01	11		tag131
9.085851	0.0001	0	0	0	01	12		0	0	0	01	11		tag132
9.085851	0.0001	0	0	0	01	12		0	0	0	01	11		tag133
9.085851	0.0001	0	0	0	01	12		0	0	0	01	11		tag134
9.085851	0.0001	0	0	0	01	12		0	0	0	01	11		tag135
9.085854	0.0001	0	0	0	01	12		0	0	0	01	11		tag136
9.085862	0.0001	0	0	0	01	12		0	0	0	01	11		tag137
9.085868	0.0001	0	0	0	01	12		0	0	0	01	11		tag138
9.095895	0.0001	0	1	1	01	12	e	0	1	1	01	11	f	tag139
9.109857	0.0001	0	1	1	01	12	e	0	1	1	01	11	f	tag140
9.84282	0.0001	0	0	0	01	13		0	0	0	01	12		tag141
9.842833	0.0001	0	0	0	01	13		0	0	0	01	12		tag142
9.84284	0.0001	0	0	0	01	13		0	0	0	01	12		tag143
9.84284	0.0001	0	0	0	01	13		0	0	0	01	12		tag144
9.84284	0.0001	0	0	0	01	13		0	0	0	01	12		tag145
9.842841	0.0001	0	0	0	01	13		0	0	0	01	12		tag146
9.842841	0.0001	0	0	0	01	13		0	0	0	01	12		tag147
9.842841	0.0001	0	0	0	01	13		0	0	0	01	12		tag148
9.842844	0.0001	0	0	0	01	13		0	0	0	01	12		tag149
9.842852	0.0001	0	0	0	01	13		0	0	0	01	12		tag150
9.842858	0.0001	0	0	0	01	13		0	0	0	01	12		tag151
9.853722	0.0001	0	1	1	01	13	f	0	1	1	01	12	e	tag152
9.868845	0.0001	0	1	1	01	13	f	0	1	1	01	12	e	tag153
10.599771	0.0001	0	0	0	01	14		0	0	0	01	13		tag154
10.599783	0.0001	0	0	0	01	14		0	0	0	01	13		tag155
10.599791	0.0001	0	0	0	01	14		0	0	0	01	13		tag156
10.599791	0.0001	0	0	0	01	14		0	0	0	01	13		tag157
10.599791	0.0001	0	0	0	01	14		0	0	0	01	13		tag158
10.599791	0.0001	0	0	0	01	14		0	0	0	01	13		tag159
10.599791	0.0001	0	0	0	01	14		0	0	0	01	13		tag160
10.599791	0.0001	0	0	0	01	14		0	0	0	01	13		tag161
10.599794	0.0001	0	0	0	01	14		0	0	0	01	13		tag162
10.599802	0.0001	0	0	0	01	14		0	0	0	01	13		tag163
10.599809	0.0001	0	0	0	01	14		0	0	0	01	13		tag164
10.611507	0.0001	0	1	1	01	14	e	0	1	1	01	13	f	tag165
10.627794	0.0001	0	1	1	01	14	e	0	1	1	01	13	f	tag166
11.356679	0.0001	0	0	0	01	15		0	0	0	01	14		tag167
11.356691	0.0001	0	0	0	01	15		0	0	0	01	14		tag168
11.356699	0.0001	0	0	0	01	15		0	0	0	01	14		tag169
11.356699	0.0001	0	0	0	01	15		0	0	0	01	14		tag170
11.356699	0.0001	0	0	0	01	15		0	0	0	01	14		tag171
11.356699	0.0001	0	0	0	01	15		0	0	0	01	14		tag172
11.356699	0.0001	0	0	0	01	15		0	0	0	01	14		tag173
11.356699	0.0001	0	0	0	01	15		0	0	0	01	14		tag174
11.356702	0.0001	0	0	0	01	15		0	0	0	01	14		tag175
11.35671	0.0001	0	0	0	01	15		0	0	0	01	14		tag176
11.356717	0.0001	0	0	0	01	15		0	0	0	01	14		tag177
11.36925	0.0001	0	1	1	01	15	f	0	1	1	01	14	e	tag178
11.386699	0.0001	0	1	1	01	15	f	0	1	1	01	14	e	tag179
12.113541	0.0001	0	0	0	01	16		0	0	0	01	15		tag180
12.113554	0.0001	0	0	0	01	16		0	0	0	01	15		tag181
12.113561	0.0001	0	0	0	01	16		0	0	0	01	15		tag182
12.113561	0.0001	0	0	0	01	16		0	0	0	01	15		tag183
12.113561	0.0001	0	0	0	01	16		0	0	0	01	15		tag184
12.113561	0.0001	0	0	0	01	16		0	0	0	01	15		tag185
12.113562	0.0001	0	0	0	01	16		0	0	0	01	15		tag186
12.113562	0.0001	0	0	0	01	16		0	0	0	01	15		tag187
12.113564	0.0001	0	0	0	01	16		0	0	0	01	15		tag188
12.113572	0.0001	0	0	0	01	16		0	0	0	01	15		tag189
12.113579	0.0001	0	0	0	01	16		0	0	0	01	15		tag190
12.126947	0.0001	0	1	1	01	16	e	0	1	1	01	15	f	tag191
12.145558	0.0001	0	1	1	01	16	e	0	1	1	01	15	f	tag192
12.870355	0.0001	0	0	0	01	17		0	0	0	01	16		tag193
12.870367	0.0001	0	0	0	01	17		0	0	0	01	16		tag194
12.870375	0.0001	0	0	0	01	17		0	0	0	01	16		tag195
12.870375	0.0001	0	0	0	01	17		0	0	0	01	16		tag196
12.870375	0.0001	0	0	0	01	17		0	0	0	01	16		tag197
12.870375	0.0001	0	0	0	01	17		0	0	0	01	16		tag198
12.870375	0.0001	0	0	0	01	17		0	0	0	01	16		tag199
12.870375	0.0001	0	0	0	01	17		0	0	0	01	16		tag200
12.870378	0.0001	0	0	0	01	17		0	0	0	01	16		tag201
12.870386	0.0001	0	0	0	01	17		0	0	0	01	16		tag202
12.870393	0.0001	0	0	0	01	17		0	0	0	01	16		tag203
12.884596	0.0001	0	1	1	01	17	f	0	1	1	01	16	e	tag204
12.904368	0.0001	0	1	1	01	17	f	0	1	1	01	16	e	tag205
13.627117	0.0001	0	0	0	01	18		0	0	0	01	17		tag206
13.627129	0.0001	0	0	0	01	18		0	0	0	01	17		tag207
13.627137	0.0001	0	0	0	01	18		0	0	0	01	17		tag208
13.627138	0.0001	0	0	0	01	18		0	0	0	01	17		tag209
13.627138	0.0001	0	0	0	01	18		0	0	0	01	17		tag210
13.627138	0.0001	0	0	0	01	18		0	0	0	01	17		tag211
13.627138	0.0001	0	0	0	01	18		0	0	0	01	17		tag212
13.627138	0.0001	0	0	0	01	18		0	0	0	01	17		tag213
13.62714	0.0001	0	0	0	01	18		0	0	0	01	17		tag214
13.627148	0.0001	0	0	0	01	18		0	0	0	01	17		tag215
13.627156	0.0001	0	0	0	01	18		0	0	0	01	17		tag216
13.642193	0.0001	0	1	1	01	18	e	0	1	1	01	17	f	tag217
13.663126	0.0001	0	1	1	01	18	e	0	1	1	01	17	f	tag218
14.383825	0.0001	0	0	0	01	19		0	0	0	01	18		tag219
14.383837	0.0001	0	0	0	01	19		0	0	0	01	18		tag220
14.383845	0.0001	0	0	0	01	19		0	0	0	01	18		tag221
14.383845	0.0001	0	0	0	01	19		0	0	0	01	18		tag222
14.383845	0.0001	0	0	0	01	19		0	0	0	01	18		tag223
14.383845	0.0001	0	0	0	01	19		0	0	0	01	18		tag224
14.383845	0.0001	0	0	0	01	19		0	0	0	01	18		tag225
14.383845	0.0001	0	0	0	01	19		0	0	0	01	18		tag226
14.383847	0.0001	0	0	0	01	19		0	0	0	01	18		tag227
14.383856	0.0001	0	0	0	01	19		0	0	0	01	18		tag228
14.383863	0.0001	0	0	0	01	19		0	0	0	01	18		tag229
14.399734	0.0001	0	1	1	01	19	f	0	1	1	01	18	e	tag230
14.421828	0.0001	0	1	1	01	19	f	0	1	1	01	18	e	tag231
15.140475	0.0001	0	0	0	01	20		0	0	0	01	19		tag232
15.140487	0.0001	0	0	0	01	20		0	0	0	01	19		tag233
15.140495	0.0001	0	0	0	01	20		0	0	0	01	19		tag234
15.140495	0.0001	0	0	0	01	20		0	0	0	01	19		tag235
15.140495	0.0001	0	0	0	01	20		0	0	0	01	19		tag236
15.140495	0.0001	0	0	0	01	20		0	0	0	01	19		tag237
15.140495	0.0001	0	0	0	01	20		0	0	0	01	19		tag238
15.140495	0.0001	0	0	0	01	20		0	0	0	01	19		tag239
15.140497	0.0001	0	0	0	01	20		0	0	0	01	19		tag240
15.140506	0.0001	0	0	0	01	20		0	0	0	01	19		tag241
15.140513	0.0001	0	0	0	01	20		0	0	0	01	19		tag242
15.157217	0.0001	0	1	1	01	20	e	0	1	1	01	19	f	tag243
15.180472	0.0001	0	1	1	01	20	e	0	1	1	01	19	f	tag244
15.897065	0.0001	0	0	0	01	21		0	0	0	01	20		tag245
15.897076	0.0001	0	0	0	01	21		0	0	0	01	20		tag246
15.897085	0.0001	0	0	0	01	21		0	0	0	01	20		tag247
15.897085	0.0001	0	0	0	01	21		0	0	0	01	20		tag248
15.897085	0.0001	0	0	0	01	21		0	0	0	01	20		tag249
15.897085	0.0001	0	0	0	01	21		0	0	0	01	20		tag250
15.897085	0.0001	0	0	0	01	21		0	0	0	01	20		tag251
15.897085	0.0001	0	0	0	01	21		0	0	0	01	20		tag252
15.897086	0.0001	0	0	0	01	21		0	0	0	01	20		tag253
15.897095	0.0001	0	0	0	01	21		0	0	0	01	20		tag254
15.897103	0.0001	0	0	0	01	21		0	0	0	01	20		tag255
15.91464	0.0001	0	1	1	01	21	f	0	1	1	01	20	e	tag256
15.939055	0.0001	0	1	1	01	21	f	0	1	1	01	20	e	tag257
16.65359	0.0001	0	0	0	01	22		0	0	0	01	21		tag258
16.653602	0.0001	0	0	0	01	22		0	0	0	01	21		tag259
16.65361	0.0001	0	0	0	01	22		0	0	0	01	21		tag260
16.65361	0.0001	0	0	0	01	22		0	0	0	01	21		tag261
16.65361	0.0001	0	0	0	01	22		0	0	0	01	21		tag262
16.65361	0.0001	0	0	0	01	22		0	0	0	01	21		tag263
16.65361	0.0001	0	0	0	01	22		0	0	0	01	21		tag264
16.65361	0.0001	0	0	0	01	22		0	0	0	01	21		tag265
16.653612	0.0001	0	0	0	01	22		0	0	0	01	21		tag266
16.653621	0.0001	0	0	0	01	22		0	0	0	01	21		tag267
16.653629	0.0001	0	0	0	01	22		0	0	0	01	21		tag268
16.671998	0.0001	0	1	1	01	22	e	0	1	1	01	21	f	tag269
16.697572	0.0001	0	1	1	01	22	e	0	1	1	01	21	f	tag270
17.410049	0.0001	0	0	0	01	23		0	0	0	01	22		tag271
17.410061	0.0001	0	0	0	01	23		0	0	0	01	22		tag272
17.410069	0.0001	0	0	0	01	23		0	0	0	01	22		tag273
17.410069	0.0001	0	0	0	01	23		0	0	0	01	22		tag274
17.410069	0.0001	0	0	0	01	23		0	0	0	01	22		tag275
17.410069	0.0001	0	0	0	01	23		0	0	0	01	22		tag276
17.410069	0.0001	0	0	0	01	23		0	0	0	01	22		tag277
17.410069	0.0001	0	0	0	01	23		0	0	0	01	22		tag278
17.410071	0.0001	0	0	0	01	23		0	0	0	01	22		tag279
17.41008	0.0001	0	0	0	01	23		0	0	0	01	22		tag280
17.410087	0.0001	0	0	0	01	23		0	0	0	01	22		tag281
17.429289	0.0001	0	1	1	01	23	f	0	1	1	01	22	e	tag282
17.456023	0.0001	0	1	1	01	23	f	0	1	1	01	22	e	tag283
18.166438	0.0001	0	0	0	01	24		0	0	0	01	23		tag284
18.16645	0.0001	0	0	0	01	24		0	0	0	01	23		tag285
18.166458	0.0001	0	0	0	01	24		0	0	0	01	23		tag286
18.166458	0.0001	0	0	0	01	24		0	0	0	01	23		tag287
18.166458	0.0001	0	0	0	01	24		0	0	0	01	23		tag288
18.166458	0.0001	0	0	0	01	24		0	0	0	01	23		tag289
18.166458	0.0001	0	0	0	01	24		0	0	0	01	23		tag290
18.166458	0.0001	0	0	0	01	24		0	0	0	01	23		tag291
18.16646	0.0001	0	0	0	01	24		0	0	0	01	23		tag292
18.166469	0.0001	0	0	0	01	24		0	0	0	01	23		tag293
18.166477	0.0001	0	0	0	01	24		0	0	0	01	23		tag294
18.186509	0.0001	0	1	1	01	24	e	0	1	1	01	23	f	tag295
18.214403	0.0001	0	1	1	01	24	e	0	1	1	01	23	f	tag296
18.922755	0.0001	0	0	0	01	25		0	0	0	01	24		tag297
18.922766	0.0001	0	0	0	01	25		0	0	0	01	24		tag298
18.922774	0.0001	0	0	0	01	25		0	0	0	01	24		tag299
18.922774	0.0001	0	0	0	01	25		0	0	0	01	24		tag300
18.922774	0.0001	0	0	0	01	25		0	0	0	01	24		tag301
18.922775	0.0001	0	0	0	01	25		0	0	0	01	24		tag302
18.922775	0.0001	0	0	0	01	25		0	0	0	01	24		tag303
18.922775	0.0001	0	0	0	01	25		0	0	0	01	24		tag304
18.922776	0.0001	0	0	0	01	25		0	0	0	01	24		tag305
18.922785	0.0001	0	0	0	01	25		0	0	0	01	24		tag306
18.922793	0.0001	0	0	0	01	25		0	0	0	01	24		tag307
18.943657	0.0001	0	1	1	01	25	f	0	1	1	01	24	e	tag308
18.972708	0.0001	0	1	1	01	25	f	0	1	1	01	24	e	tag309
19.678995	0.0001	0	0	0	01	26		0	0	0	01	25		tag310
19.679006	0.0001	0	0	0	01	26		0	0	0	01	25		tag311
19.679015	0.0001	0	0	0	01	26		0	0	0	01	25		tag312
19.679015	0.0001	0	0	0	01	26		0	0	0	01	25		tag313
19.679015	0.0001	0	0	0	01	26		0	0	0	01	25		tag314
19.679015	0.0001	0	0	0	01	26		0	0	0	01	25		tag315
19.679015	0.0001	0	0	0	01	26		0	0	0	01	25		tag316
19.679016	0.0001	0	0	0	01	26		0	0	0	01	25		tag317
19.679025	0.0001	0	0	0	01	26		0	0	0	01	25		tag318
19.679033	0.0001	0	0	0	01	26		0	0	0	01	25		tag319
19.700727	0.0001	0	1	1	01	26	e	0	1	1	01	25	f	tag320
19.730937	0.0001	0	1	1	01	26	e	0	1	1	01	25	f	tag321
20.435249	0.0001	0	0	0	01	27		0	0	0	01	26		tag322
20.457719	0.0001	0	1	1	01	27	f	0	1	1	01	26	e	tag323
20.489087	0.0001	0	1	1	01	27	f	0	1	1	01	26	e	tag324
21.191337	0.0001	0	0	0	01	28		0	0	0	01	27		tag325
21.214628	0.0001	0	1	1	01	28	e	0	1	1	01	27	f	tag326
21.247152	0.0001	0	1	1	01	28	e	0	1	1	01	27	f	tag327
21.947341	0.0001	0	0	0	01	29		0	0	0	01	28		tag328
21.971451	0.0001	0	1	1	01	29	f	0	1	1	01	28	e	tag329
22.005133	0.0001	0	1	1	01	29	f	0	1	1	01	28	e	tag330
22.703257	0.0001	0	0	0	01	30		0	0	0	01	29		tag331
22.728186	0.0001	0	1	1	01	30	e	0	1	1	01	29	f	tag332
22.763024	0.0001	0	1	1	01	30	e	0	1	1	01	29	f	tag333
23.459083	0.0001	0	0	0	01	31		0	0	0	01	30		tag334
23.484829	0.0001	0	1	1	01	31	f	0	1	1	01	30	e	tag335
23.520822	0.0001	0	1	1	01	31	f	0	1	1	01	30	e	tag336
24.214815	0.0001	0	0	0	01	32		0	0	0	01	31		tag337
24.241378	0.0001	0	1	1	01	32	e	0	1	1	01	31	f	tag338
24.278527	0.0001	0	1	1	01	32	e	0	1	1	01	31	f	tag339
24.970452	0.0001	0	0	0	01	33		0	0	0	01	32		tag340
24.997829	0.0001	0	1	1	01	33	f	0	1	1	01	32	e	tag341
25.036131	0.0001	0	1	1	01	33	f	0	1	1	01	32	e	tag342
25.725989	0.0001	0	0	0	01	34		0	0	0	01	33		tag343
25.754178	0.0001	0	1	1	01	34	e	0	1	1	01	33	f	tag344
25.793635	0.0001	0	1	1	01	34	e	0	1	1	01	33	f	tag345
26.481423	0.0001	0	0	0	01	35		0	0	0	01	34		tag346
26.510424	0.0001	0	1	1	01	35	f	0	1	1	01	34	e	tag347
26.551035	0.0001	0	1	1	01	35	f	0	1	1	01	34	e	tag348
27.236753	0.0001	0	0	0	01	36		0	0	0	01	35		tag349
27.266563	0.0001	0	1	1	01	36	e	0	1	1	01	35	f	tag350
27.308327	0.0001	0	1	1	01	36	e	0	1	1	01	35	f	tag351
27.991973	0.0001	0	0	0	01	37		0	0	0	01	36		tag352
28.022593	0.0001	0	1	1	01	37	f	0	1	1	01	36	e	tag353
28.065507	0.0001	0	1	1	01	37	f	0	1	1	01	36	e	tag354
28.747082	0.0001	0	0	0	01	38		0	0	0	01	37		tag355
28.778509	0.0001	0	1	1	01	38	e	0	1	1	01	37	f	tag356
28.822576	0.0001	0	1	1	01	38	e	0	1	1	01	37	f	tag357
29.502077	0.0001	0	0	0	01	39		0	0	0	01	38		tag358
29.534309	0.0001	0	1	1	01	39	f	0	1	1	01	38	e	tag359
29.579526	0.0001	0	1	1	01	39	f	0	1	1	01	38	e	tag360
30.256955	0.0001	0	0	0	01	40		0	0	0	01	39		tag361
30.28999	0.0001	0	1	1	01	40	e	0	1	1	01	39	f	tag362
30.336358	0.0001	0	1	1	01	40	e	0	1	1	01	39	f	tag363
31.011712	0.0001	0	0	0	01	41		0	0	0	01	40		tag364
31.045548	0.0001	0	1	1	01	41	f	0	1	1	01	40	e	tag365
31.093066	0.0001	0	1	1	01	41	f	0	1	1	01	40	e	tag366
31.766346	0.0001	0	0	0	01	42		0	0	0	01	41		tag367
31.800983	0.0001	0	1	1	01	42	e	0	1	1	01	41	f	tag368
31.849648	0.0001	0	1	1	01	42	e	0	1	1	01	41	f	tag369
32.520853	0.0001	0	0	0	01	43		0	0	0	01	42		tag370
32.556288	0.0001	0	1	1	01	43	f	0	1	1	01	42	e	tag371
32.606101	0.0001	0	1	1	01	43	f	0	1	1	01	42	e	tag372
33.275231	0.0001	0	0	0	01	44		0	0	0	01	43		tag373
34.029476	0.0001	0	0	0	01	45		0	0	0	01	44		tag374
34.783586	0.0001	0	0	0	01	46		0	0	0	01	45		tag375
35.537558	0.0001	0	0	0	01	47		0	0	0	01	46		tag376
36.291388	0.0001	0	0	0	01	48		0	0	0	01	47		tag377
37.045073	0.0001	0	0	0	01	49		0	0	0	01	48		tag378
37.798612	0.0001	0	0	0	01	50		0	0	0	01	49		tag379
38.551999	0.0001	0	0	0	01	51		0	0	0	01	50		tag380
39.305233	0.0001	0	0	0	01	52		0	0	0	01	51		tag381
40.058312	0.0001	0	0	0	01	53		0	0	0	01	52		tag382
40.811229	0.0001	0	0	0	01	54		0	0	0	01	53		tag383
41.563986	0.0001	0	0	0	01	55		0	0	0	01	54		tag384
42.316576	0.0001	0	0	0	01	56		0	0	0	01	55		tag385
43.068998	0.0001	0	0	0	01	57		0	0	0	01	56		tag386
43.821249	0.0001	0	0	0	01	58		0	0	0	01	57		tag387
44.573324	0.0001	0	0	0	01	59		0	0	0	01	58		tag388
45.325223	0.0001	0	0	0	01	60		0	0	0	01	59		tag389
75.920617	0.0001	1	0	0	01	36		1	0	0	02	37		tag390
76.662797	0.0001	1	0	0	01	35		1	0	0	02	36		tag391
77.405842	0.0001	1	0	0	01	34		1	0	0	02	35		tag392
78.149716	0.0001	1	0	0	01	33		1	0	0	02	34		tag393
78.894384	0.0001	1	0	0	01	32		1	0	0	02	33		tag394
79.639814	0.0001	1	0	0	01	31		1	0	0	02	32		tag395
80.385971	0.0001	1	0	0	01	30		1	0	0	02	31		tag396
81.132824	0.0001	1	0	0	01	29		1	0	0	02	30		tag397
81.880342	0.0001	1	0	0	01	28		1	0	0	02	29		tag398
82.628494	0.0001	1	0	0	01	27		1	0	0	02	28		tag399
83.377252	0.0001	1	0	0	01	26		1	0	0	02	27		tag400
84.126588	0.0001	1	0	0	01	25		1	0	0	02	26		tag401
