v	unc	v1'	v2'	l2'	v3'	J'	parity'	v1''	v2''	l2''	v3''	J''	parity''	tag
1070.529718	0.0001	0	2	2	11	9	f	1	2	2	02	10	e	tag19143
1070.69505	0.0001	0	0	0	11	4		1	0	0	02	3		tag19144
1070.71163	0.0001	1	0	0	12	5		2	0	0	03	4		tag19145
1070.774663	0.0001	1	1	1	11	18	e	2	1	1	02	17	f	tag19146
1070.791596	0.0001	1	0	0	11	27		2	0	0	02	26		tag19147
1070.81314	0.0001	1	1	1	11	18	e	2	1	1	02	17	f	tag19148
1070.952933	0.0001	0	1	1	11	5	f	1	1	1	02	6	e	tag19149
1070.972234	0.0001	0	1	1	11	5	f	1	1	1	02	6	e	tag19150
1071.345921	0.0001	0	2	2	11	8	e	1	2	2	02	9	f	tag19151
1071.345987	0.0001	0	2	2	11	8	e	1	2	2	02	9	f	tag19152
1071.419091	0.0001	1	0	0	11	28		2	0	0	02	27		tag19153
1071.421735	0.0001	0	0	0	11	5		1	0	0	02	4		tag19154
1071.429233	0.0001	1	0	0	12	6		2	0	0	03	5		tag19155
1071.42955	0.0001	1	1	1	11	19	f	2	1	1	02	18	e	tag19156
1071.474412	0.0001	1	1	1	11	19	f	2	1	1	02	18	e	tag19157
1071.745249	0.0001	0	1	1	11	4	e	1	1	1	02	5	f	tag19158
1071.759845	0.0001	0	1	1	11	4	e	1	1	1	02	5	f	tag19159
1072.042038	0.0001	1	0	0	11	29		2	0	0	02	28		tag19160
1072.078962	0.0001	1	1	1	11	20	e	2	1	1	02	19	f	tag19161
1072.13065	0.0001	1	1	1	11	20	e	2	1	1	02	19	f	tag19162
1072.140029	0.0001	1	0	0	12	7		2	0	0	03	6		tag19163
1072.142272	0.0001	0	0	0	11	6		1	0	0	02	5		tag19164
1072.156028	0.0001	0	2	2	11	7	f	1	2	2	02	8	e	tag19165
1072.15607	0.0001	0	2	2	11	7	f	1	2	2	02	8	e	tag19166
1072.51751	0.0001	0	1	1	11	28	e	1	1	1	02	28	e	tag19167
1072.531072	0.0001	0	1	1	11	3	f	1	1	1	02	4	e	tag19168
1072.541558	0.0001	0	1	1	11	3	f	1	1	1	02	4	e	tag19169
1072.660445	0.0001	1	0	0	11	30		2	0	0	02	29		tag19170
1072.667628	0.0001	1	1	1	12	4	e	2	1	1	03	3	f	tag19171
1072.67016	0.0001	1	1	1	12	4	e	2	1	1	03	3	f	tag19172
1072.722905	0.0001	1	1	1	11	21	f	2	1	1	02	20	e	tag19173
1072.729923	0.0001	0	1	1	11	27	f	1	1	1	02	27	f	tag19174
1072.781855	0.0001	1	1	1	11	21	f	2	1	1	02	20	e	tag19175
1072.844018	0.0001	1	0	0	12	8		2	0	0	03	7		tag19176
1072.856661	0.0001	0	0	0	11	7		1	0	0	02	6		tag19177
1072.934864	0.0001	0	1	1	11	26	e	1	1	1	02	26	e	tag19178
1072.959936	0.0001	0	2	2	11	6	e	1	2	2	02	7	f	tag19179
1072.959961	0.0001	0	2	2	11	6	e	1	2	2	02	7	f	tag19180
1073.132321	0.0001	0	1	1	11	25	f	1	1	1	02	25	f	tag19181
1073.274317	0.0001	1	0	0	11	31		2	0	0	02	30		tag19182
1073.310396	0.0001	0	1	1	11	2	e	1	1	1	02	3	f	tag19183
1073.317368	0.0001	0	1	1	11	2	e	1	1	1	02	3	f	tag19184
1073.322282	0.0001	0	1	1	11	24	e	1	1	1	02	24	e	tag19185
1073.36138	0.0001	1	1	1	11	22	e	2	1	1	02	21	f	tag19186
1073.395325	0.0001	1	1	1	12	5	f	2	1	1	03	4	e	tag19187
1073.396721	0.0001	1	1	1	12	5	f	2	1	1	03	4	e	tag19188
1073.42803	0.0001	1	1	1	11	22	e	2	1	1	02	21	f	tag19189
1073.504734	0.0001	0	1	1	11	23	f	1	1	1	02	23	f	tag19190
1073.541198	0.0001	1	0	0	12	9		2	0	0	03	8		tag19191
1073.564903	0.0001	0	0	0	11	8		1	0	0	02	7		tag19192
1073.673766	0.0001	0	1	1	11	28	e	1	1	1	02	28	e	tag19193
1073.679668	0.0001	0	1	1	11	22	e	1	1	1	02	22	e	tag19194
1073.757639	0.0001	0	2	2	11	5	f	1	2	2	02	6	e	tag19195
1073.757653	0.0001	0	2	2	11	5	f	1	2	2	02	6	e	tag19196
1073.806738	0.0001	0	1	1	11	27	f	1	1	1	02	27	f	tag19197
1073.847072	0.0001	0	1	1	11	21	f	1	1	1	02	21	f	tag19198
1073.883661	0.0001	1	0	0	11	32		2	0	0	02	31		tag19199
1073.935033	0.0001	0	1	1	11	26	e	1	1	1	02	26	e	tag19200
1073.994395	0.0001	1	1	1	11	23	f	2	1	1	02	22	e	tag19201
1074.006936	0.0001	0	1	1	11	20	e	1	1	1	02	20	e	tag19202
1074.058642	0.0001	0	1	1	11	25	f	1	1	1	02	25	f	tag19203
1074.069177	0.0001	1	1	1	11	23	f	2	1	1	02	22	e	tag19204
1074.083218	0.0001	0	1	1	11	1	f	1	1	1	02	2	e	tag19205
1074.087269	0.0001	0	1	1	11	1	f	1	1	1	02	2	e	tag19206
1074.116413	0.0001	1	1	1	12	6	e	2	1	1	03	5	f	tag19207
1074.116861	0.0001	1	1	1	12	6	e	2	1	1	03	5	f	tag19208
1074.159252	0.0001	0	1	1	11	19	f	1	1	1	02	19	f	tag19209
1074.17756	0.0001	0	1	1	11	24	e	1	1	1	02	24	e	tag19210
1074.231572	0.0001	1	0	0	12	10		2	0	0	03	9		tag19211
1074.266997	0.0001	0	0	0	11	9		1	0	0	02	8		tag19212
1074.291778	0.0001	0	1	1	11	23	f	1	1	1	02	23	f	tag19213
1074.304008	0.0001	0	1	1	11	18	e	1	1	1	02	18	e	tag19214
1074.40129	0.0001	0	1	1	11	22	e	1	1	1	02	22	e	tag19215
1074.441198	0.0001	0	1	1	11	17	f	1	1	1	02	17	f	tag19216
1074.488484	0.0001	1	0	0	11	33		2	0	0	02	32		tag19217
1074.506088	0.0001	0	1	1	11	21	f	1	1	1	02	21	f	tag19218
1074.549135	0.0001	0	2	2	11	4	e	1	2	2	02	5	f	tag19219
1074.549142	0.0001	0	2	2	11	4	e	1	2	2	02	5	f	tag19220
1074.570812	0.0001	0	1	1	11	16	e	1	1	1	02	16	e	tag19221
1074.606167	0.0001	0	1	1	11	20	e	1	1	1	02	20	e	tag19222
1074.621953	0.0001	1	1	1	11	24	e	2	1	1	02	23	f	tag19223
1074.692842	0.0001	0	1	1	11	15	f	1	1	1	02	15	f	tag19224
1074.701521	0.0001	0	1	1	11	19	f	1	1	1	02	19	f	tag19225
1074.705301	0.0001	1	1	1	11	24	e	2	1	1	02	23	f	tag19226
1074.792143	0.0001	0	1	1	11	18	e	1	1	1	02	18	e	tag19227
1074.807281	0.0001	0	1	1	11	14	e	1	1	1	02	14	e	tag19228
1074.829237	0.0001	1	1	1	12	7	f	2	1	1	03	6	e	tag19229
1074.832236	0.0001	1	1	1	12	7	f	2	1	1	03	6	e	tag19230
1074.878028	0.0001	0	1	1	11	17	f	1	1	1	02	17	f	tag19231
1074.914123	0.0001	0	1	1	11	13	f	1	1	1	02	13	f	tag19232
1074.91514	0.0001	1	0	0	12	11		2	0	0	03	10		tag19233
1074.95917	0.0001	0	1	1	11	16	e	1	1	1	02	16	e	tag19234
1074.962945	0.0001	0	0	0	11	10		1	0	0	02	9		tag19235
1075.01336	0.0001	0	1	1	11	12	e	1	1	1	02	12	e	tag19236
1075.035566	0.0001	0	1	1	11	15	f	1	1	1	02	15	f	tag19237
1075.088791	0.0001	1	0	0	11	34		2	0	0	02	33		tag19238
1075.104987	0.0001	0	1	1	11	11	f	1	1	1	02	11	f	tag19239
1075.10721	0.0001	0	1	1	11	14	e	1	1	1	02	14	e	tag19240
1075.174097	0.0001	0	1	1	11	13	f	1	1	1	02	13	f	tag19241
1075.188998	0.0001	0	1	1	11	10	e	1	1	1	02	10	e	tag19242
1075.236224	0.0001	0	1	1	11	12	e	1	1	1	02	12	e	tag19243
1075.244059	0.0001	1	1	1	11	25	f	2	1	1	02	24	e	tag19244
1075.265387	0.0001	0	1	1	11	9	f	1	1	1	02	9	f	tag19245
1075.293586	0.0001	0	1	1	11	11	f	1	1	1	02	11	f	tag19246
1075.334152	0.0001	0	1	1	11	8	e	1	1	1	02	8	e	tag19247
1075.334419	0.0001	0	2	2	11	3	f	1	2	2	02	4	e	tag19248
1075.334422	0.0001	0	2	2	11	3	f	1	2	2	02	4	e	tag19249
1075.336402	0.0001	1	1	1	11	25	f	2	1	1	02	24	e	tag19250
1075.346181	0.0001	0	1	1	11	10	e	1	1	1	02	10	e	tag19251
1075.394005	0.0001	0	1	1	11	9	f	1	1	1	02	9	f	tag19252
1075.395286	0.0001	0	1	1	11	7	f	1	1	1	02	7	f	tag19253
1075.437055	0.0001	0	1	1	11	8	e	1	1	1	02	8	e	tag19254
1075.448786	0.0001	0	1	1	11	6	e	1	1	1	02	6	e	tag19255
1075.475328	0.0001	0	1	1	11	7	f	1	1	1	02	7	f	tag19256
1075.49465	0.0001	0	1	1	11	5	f	1	1	1	02	5	f	tag19257
1075.508822	0.0001	0	1	1	11	6	e	1	1	1	02	6	e	tag19258
1075.532874	0.0001	0	1	1	11	4	e	1	1	1	02	4	e	tag19259
1075.53519	0.0001	1	1	1	12	8	e	2	1	1	03	7	f	tag19260
1075.537535	0.0001	0	1	1	11	5	f	1	1	1	02	5	f	tag19261
1075.541446	0.0001	1	1	1	12	8	e	2	1	1	03	7	f	tag19262
1075.561466	0.0001	0	1	1	11	4	e	1	1	1	02	4	e	tag19263
1075.563456	0.0001	0	1	1	11	3	f	1	1	1	02	3	f	tag19264
1075.580612	0.0001	0	1	1	11	3	f	1	1	1	02	3	f	tag19265
1075.586394	0.0001	0	1	1	11	2	e	1	1	1	02	2	e	tag19266
1075.591905	0.0001	1	0	0	12	12		2	0	0	03	11		tag19267
1075.594972	0.0001	0	1	1	11	2	e	1	1	1	02	2	e	tag19268
1075.601687	0.0001	0	1	1	11	1	f	1	1	1	02	1	f	tag19269
1075.604546	0.0001	0	1	1	11	1	f	1	1	1	02	1	f	tag19270
1075.652747	0.0001	0	0	0	11	11		1	0	0	02	10		tag19271
1075.684591	0.0001	1	0	0	11	35		2	0	0	02	34		tag19272
1075.860718	0.0001	1	1	1	11	26	e	2	1	1	02	25	f	tag19273
1075.962485	0.0001	1	1	1	11	26	e	2	1	1	02	25	f	tag19274
1076.113488	0.0001	0	2	2	11	2	e	1	2	2	02	3	f	tag19275
1076.113489	0.0001	0	2	2	11	2	e	1	2	2	02	3	f	tag19276
1076.234273	0.0001	1	1	1	12	9	f	2	1	1	03	8	e	tag19277
1076.244492	0.0001	1	1	1	12	9	f	2	1	1	03	8	e	tag19278
1076.261867	0.0001	1	0	0	12	13		2	0	0	03	12		tag19279
1076.275891	0.0001	1	0	0	11	36		2	0	0	02	35		tag19280
1076.336407	0.0001	0	0	0	11	12		1	0	0	02	11		tag19281
1076.471937	0.0001	1	1	1	11	27	f	2	1	1	02	26	e	tag19282
1076.583553	0.0001	1	1	1	11	27	f	2	1	1	02	26	e	tag19283
1076.862697	0.0001	1	0	0	11	37		2	0	0	02	36		tag19284
1076.925031	0.0001	1	0	0	12	14		2	0	0	03	13		tag19285
1076.926485	0.0001	1	1	1	12	10	e	2	1	1	03	9	f	tag19286
1076.941373	0.0001	1	1	1	12	10	e	2	1	1	03	9	f	tag19287
1077.013927	0.0001	0	0	0	11	13		1	0	0	02	12		tag19288
1077.077719	0.0001	1	1	1	11	28	e	2	1	1	02	27	f	tag19289
1077.107723	0.0001	0	1	1	11	2	e	1	1	1	02	1	f	tag19290
1077.10939	0.0001	0	1	1	11	2	e	1	1	1	02	1	f	tag19291
1077.199612	0.0001	1	1	1	11	28	e	2	1	1	02	27	f	tag19292
1077.445019	0.0001	1	0	0	11	38		2	0	0	02	37		tag19293
1077.5814	0.0001	1	0	0	12	15		2	0	0	03	14		tag19294
1077.611827	0.0001	1	1	1	12	11	f	2	1	1	03	10	e	tag19295
1077.632088	0.0001	1	1	1	12	11	f	2	1	1	03	10	e	tag19296
1077.678074	0.0001	1	1	1	11	29	f	2	1	1	02	28	e	tag19297
1077.68531	0.0001	0	0	0	11	14		1	0	0	02	13		tag19298
1077.75955	0.0001	0	2	2	11	14	e	1	2	2	02	14	e	tag19299
1077.75987	0.0001	0	2	2	11	14	e	1	2	2	02	14	e	tag19300
1077.810664	0.0001	1	1	1	11	29	f	2	1	1	02	28	e	tag19301
1077.846693	0.0001	0	2	2	11	13	f	1	2	2	02	13	f	tag19302
1077.846934	0.0001	0	2	2	11	13	f	1	2	2	02	13	f	tag19303
1077.848032	0.0001	0	1	1	11	3	f	1	1	1	02	2	e	tag19304
1077.849638	0.0001	0	1	1	11	3	f	1	1	1	02	2	e	tag19305
1077.927621	0.0001	0	2	2	11	12	e	1	2	2	02	12	e	tag19306
1077.927798	0.0001	0	2	2	11	12	e	1	2	2	02	12	e	tag19307
1078.002331	0.0001	0	2	2	11	11	f	1	2	2	02	11	f	tag19308
1078.002458	0.0001	0	2	2	11	11	f	1	2	2	02	11	f	tag19309
1078.022863	0.0001	1	0	0	11	39		2	0	0	02	38		tag19310
1078.070821	0.0001	0	2	2	11	10	e	1	2	2	02	10	e	tag19311
1078.07091	0.0001	0	2	2	11	10	e	1	2	2	02	10	e	tag19312
1078.133091	0.0001	0	2	2	11	9	f	1	2	2	02	9	f	tag19313
1078.13315	0.0001	0	2	2	11	9	f	1	2	2	02	9	f	tag19314
1078.189138	0.0001	0	2	2	11	8	e	1	2	2	02	8	e	tag19315
1078.189175	0.0001	0	2	2	11	8	e	1	2	2	02	8	e	tag19316
1078.230977	0.0001	1	0	0	12	16		2	0	0	03	15		tag19317
1078.23896	0.0001	0	2	2	11	7	f	1	2	2	02	7	f	tag19318
1078.238983	0.0001	0	2	2	11	7	f	1	2	2	02	7	f	tag19319
1078.282558	0.0001	0	2	2	11	6	e	1	2	2	02	6	e	tag19320
1078.28257	0.0001	0	2	2	11	6	e	1	2	2	02	6	e	tag19321
1078.290299	0.0001	1	1	1	12	12	e	2	1	1	03	11	f	tag19322
1078.316638	0.0001	1	1	1	12	12	e	2	1	1	03	11	f	tag19323
1078.319929	0.0001	0	2	2	11	5	f	1	2	2	02	5	f	tag19324
1078.319935	0.0001	0	2	2	11	5	f	1	2	2	02	5	f	tag19325
1078.350559	0.0001	0	0	0	11	15		1	0	0	02	14		tag19326
1078.351073	0.0001	0	2	2	11	4	e	1	2	2	02	4	e	tag19327
1078.351076	0.0001	0	2	2	11	4	e	1	2	2	02	4	e	tag19328
1078.375989	0.0001	0	2	2	11	3	f	1	2	2	02	3	f	tag19329
1078.37599	0.0001	0	2	2	11	3	f	1	2	2	02	3	f	tag19330
1078.394677	0.0001	0	2	2	11	2	e	1	2	2	02	2	e	tag19331
1078.394677	0.0001	0	2	2	11	2	e	1	2	2	02	2	e	tag19332
1078.416713	0.0001	1	1	1	11	30	e	2	1	1	02	29	f	tag19333
1078.582414	0.0001	0	1	1	11	4	e	1	1	1	02	3	f	tag19334
1078.583363	0.0001	0	1	1	11	4	e	1	1	1	02	3	f	tag19335
1078.596237	0.0001	1	0	0	11	40		2	0	0	02	39		tag19336
1078.873767	0.0001	1	0	0	12	17		2	0	0	03	16		tag19337
1078.961904	0.0001	1	1	1	12	13	f	2	1	1	03	12	e	tag19338
1078.995023	0.0001	1	1	1	12	13	f	2	1	1	03	12	e	tag19339
1079.009678	0.0001	0	0	0	11	16		1	0	0	02	15		tag19340
1079.165151	0.0001	1	0	0	11	41		2	0	0	02	40		tag19341
1079.310564	0.0001	0	1	1	11	5	f	1	1	1	02	4	e	tag19342
1079.310867	0.0001	0	1	1	11	5	f	1	1	1	02	4	e	tag19343
1079.509774	0.0001	1	0	0	12	18		2	0	0	03	17		tag19344
1079.626642	0.0001	1	1	1	12	14	e	2	1	1	03	13	f	tag19345
1079.662673	0.0001	0	0	0	11	17		1	0	0	02	16		tag19346
1079.667244	0.0001	1	1	1	12	14	e	2	1	1	03	13	f	tag19347
1079.729611	0.0001	1	0	0	11	42		2	0	0	02	41		tag19348
1080.031238	0.0001	0	1	1	11	6	e	1	1	1	02	5	f	tag19349
1080.033389	0.0001	0	1	1	11	6	e	1	1	1	02	5	f	tag19350
1080.139005	0.0001	1	0	0	12	19		2	0	0	03	18		tag19351
1080.284516	0.0001	1	1	1	12	15	f	2	1	1	03	14	e	tag19352
1080.289627	0.0001	1	0	0	11	43		2	0	0	02	42		tag19353
1080.309547	0.0001	0	0	0	11	18		1	0	0	02	17		tag19354
1080.333301	0.0001	1	1	1	12	15	f	2	1	1	03	14	e	tag19355
1080.657177	0.0001	0	2	2	11	3	f	1	2	2	02	2	e	tag19356
1080.657178	0.0001	0	2	2	11	3	f	1	2	2	02	2	e	tag19357
1080.745386	0.0001	0	1	1	11	7	f	1	1	1	02	6	e	tag19358
1080.749978	0.0001	0	1	1	11	7	f	1	1	1	02	6	e	tag19359
1080.761464	0.0001	1	0	0	12	20		2	0	0	03	19		tag19360
1080.845207	0.0001	1	0	0	11	44		2	0	0	02	43		tag19361
1080.935529	0.0001	1	1	1	12	16	e	2	1	1	03	15	f	tag19362
1080.950307	0.0001	0	0	0	11	19		1	0	0	02	18		tag19363
1080.993197	0.0001	1	1	1	12	16	e	2	1	1	03	15	f	tag19364
1081.377159	0.0001	1	0	0	12	21		2	0	0	03	20		tag19365
1081.392642	0.0001	0	2	2	11	4	e	1	2	2	02	3	f	tag19366
1081.392643	0.0001	0	2	2	11	4	e	1	2	2	02	3	f	tag19367
1081.396359	0.0001	1	0	0	11	45		2	0	0	02	44		tag19368
1081.453007	0.0001	0	1	1	11	8	e	1	1	1	02	7	f	tag19369
1081.460634	0.0001	0	1	1	11	8	e	1	1	1	02	7	f	tag19370
1081.579683	0.0001	1	1	1	12	17	f	2	1	1	03	16	e	tag19371
1081.584958	0.0001	0	0	0	11	20		1	0	0	02	19		tag19372
1081.646932	0.0001	1	1	1	12	17	f	2	1	1	03	16	e	tag19373
1081.943093	0.0001	1	0	0	11	46		2	0	0	02	45		tag19374
1081.986096	0.0001	1	0	0	12	22		2	0	0	03	21		tag19375
1082.121866	0.0001	0	2	2	11	5	f	1	2	2	02	4	e	tag19376
1082.121869	0.0001	0	2	2	11	5	f	1	2	2	02	4	e	tag19377
1082.1541	0.0001	0	1	1	11	9	f	1	1	1	02	8	e	tag19378
1082.165356	0.0001	0	1	1	11	9	f	1	1	1	02	8	e	tag19379
1082.213507	0.0001	0	0	0	11	21		1	0	0	02	20		tag19380
1082.216982	0.0001	1	1	1	12	18	e	2	1	1	03	17	f	tag19381
1082.294509	0.0001	1	1	1	12	18	e	2	1	1	03	17	f	tag19382
1082.485417	0.0001	1	0	0	11	47		2	0	0	02	46		tag19383
1082.588282	0.0001	1	0	0	12	23		2	0	0	03	22		tag19384
1082.835962	0.0001	0	0	0	11	22		1	0	0	02	21		tag19385
1082.844846	0.0001	0	2	2	11	6	e	1	2	2	02	5	f	tag19386
1082.844854	0.0001	0	2	2	11	6	e	1	2	2	02	5	f	tag19387
1082.847431	0.0001	1	1	1	12	19	f	2	1	1	03	18	e	tag19388
1082.848667	0.0001	0	1	1	11	10	e	1	1	1	02	9	f	tag19389
1082.864143	0.0001	0	1	1	11	10	e	1	1	1	02	9	f	tag19390
1082.93593	0.0001	1	1	1	12	19	f	2	1	1	03	18	e	tag19391
1083.023341	0.0001	1	0	0	11	48		2	0	0	02	47		tag19392
1083.183726	0.0001	1	0	0	12	24		2	0	0	03	23		tag19393
1083.452328	0.0001	0	0	0	11	23		1	0	0	02	22		tag19394
1083.471032	0.0001	1	1	1	12	20	e	2	1	1	03	19	f	tag19395
1083.536708	0.0001	0	1	1	11	11	f	1	1	1	02	10	e	tag19396
1083.556873	0.0001	1	0	0	11	49		2	0	0	02	48		tag19397
1083.556995	0.0001	0	1	1	11	11	f	1	1	1	02	10	e	tag19398
1083.56158	0.0001	0	2	2	11	7	f	1	2	2	02	6	e	tag19399
1083.561595	0.0001	0	2	2	11	7	f	1	2	2	02	6	e	tag19400
1083.571198	0.0001	1	1	1	12	20	e	2	1	1	03	19	f	tag19401
1083.772436	0.0001	1	0	0	12	25		2	0	0	03	24		tag19402
1084.062615	0.0001	0	0	0	11	24		1	0	0	02	23		tag19403
1084.086022	0.0001	1	0	0	11	50		2	0	0	02	49		tag19404
1084.087792	0.0001	1	1	1	12	21	f	2	1	1	03	20	e	tag19405
1084.200317	0.0001	1	1	1	12	21	f	2	1	1	03	20	e	tag19406
1084.218224	0.0001	0	1	1	11	12	e	1	1	1	02	11	f	tag19407
1084.243911	0.0001	0	1	1	11	12	e	1	1	1	02	11	f	tag19408
1084.272065	0.0001	0	2	2	11	8	e	1	2	2	02	7	f	tag19409
1084.272092	0.0001	0	2	2	11	8	e	1	2	2	02	7	f	tag19410
1084.354421	0.0001	1	0	0	12	26		2	0	0	03	25		tag19411
1084.610797	0.0001	1	0	0	11	51		2	0	0	02	50		tag19412
1084.666831	0.0001	0	0	0	11	25		1	0	0	02	24		tag19413
1084.697715	0.0001	1	1	1	12	22	e	2	1	1	03	21	f	tag19414
1084.823288	0.0001	1	1	1	12	22	e	2	1	1	03	21	f	tag19415
1084.893218	0.0001	0	1	1	11	13	f	1	1	1	02	12	e	tag19416
1084.924894	0.0001	0	1	1	11	13	f	1	1	1	02	12	e	tag19417
1084.92969	0.0001	1	0	0	12	27		2	0	0	03	26		tag19418
1084.9763	0.0001	0	2	2	11	9	f	1	2	2	02	8	e	tag19419
1084.976345	0.0001	0	2	2	11	9	f	1	2	2	02	8	e	tag19420
1085.131209	0.0001	1	0	0	11	52		2	0	0	02	51		tag19421
1085.264984	0.0001	0	0	0	11	26		1	0	0	02	25		tag19422
1085.300807	0.0001	1	1	1	12	23	f	2	1	1	03	22	e	tag19423
1085.440117	0.0001	1	1	1	12	23	f	2	1	1	03	22	e	tag19424
1085.498252	0.0001	1	0	0	12	28		2	0	0	03	27		tag19425
1085.561692	0.0001	0	1	1	11	14	e	1	1	1	02	13	f	tag19426
1085.599942	0.0001	0	1	1	11	14	e	1	1	1	02	13	f	tag19427
1085.674283	0.0001	0	2	2	11	10	e	1	2	2	02	9	f	tag19428
1085.674352	0.0001	0	2	2	11	10	e	1	2	2	02	9	f	tag19429
1085.857084	0.0001	0	0	0	11	27		1	0	0	02	26		tag19430
1085.897074	0.0001	1	1	1	12	24	e	2	1	1	03	23	f	tag19431
1086.050807	0.0001	1	1	1	12	24	e	2	1	1	03	23	f	tag19432
1086.060119	0.0001	1	0	0	12	29		2	0	0	03	28		tag19433
1086.223648	0.0001	0	1	1	11	15	f	1	1	1	02	14	e	tag19434
1086.269058	0.0001	0	1	1	11	15	f	1	1	1	02	14	e	tag19435
1086.366011	0.0001	0	2	2	11	11	f	1	2	2	02	10	e	tag19436
1086.366115	0.0001	0	2	2	11	11	f	1	2	2	02	10	e	tag19437
1086.44314	0.0001	0	0	0	11	28		1	0	0	02	27		tag19438
1086.486523	0.0001	1	1	1	12	25	f	2	1	1	03	24	e	tag19439
1086.615301	0.0001	1	0	0	12	30		2	0	0	03	29		tag19440
1086.655363	0.0001	1	1	1	12	25	f	2	1	1	03	24	e	tag19441
1086.879089	0.0001	0	1	1	11	16	e	1	1	1	02	15	f	tag19442
1086.932243	0.0001	0	1	1	11	16	e	1	1	1	02	15	f	tag19443
1087.023164	0.0001	0	0	0	11	29		1	0	0	02	28		tag19444
1087.051482	0.0001	0	2	2	11	12	e	1	2	2	02	11	f	tag19445
1087.051632	0.0001	0	2	2	11	12	e	1	2	2	02	11	f	tag19446
1087.069161	0.0001	1	1	1	12	26	e	2	1	1	03	25	f	tag19447
1087.163809	0.0001	1	0	0	12	31		2	0	0	03	30		tag19448
1087.211065	0.0001	0	3	3	11	12	e	1	3	3	02	11	f	tag19449
1087.211065	0.0001	0	3	3	11	12	e	1	3	3	02	11	f	tag19450
1087.253789	0.0001	1	1	1	12	26	e	2	1	1	03	25	f	tag19451
1087.528019	0.0001	0	1	1	11	17	f	1	1	1	02	16	e	tag19452
1087.589498	0.0001	0	1	1	11	17	f	1	1	1	02	16	e	tag19453
1087.597165	0.0001	0	0	0	11	30		1	0	0	02	29		tag19454
1087.644994	0.0001	1	1	1	12	27	f	2	1	1	03	26	e	tag19455
1087.705655	0.0001	1	0	0	12	32		2	0	0	03	31		tag19456
1087.730696	0.0001	0	2	2	11	13	f	1	2	2	02	12	e	tag19457
1087.730905	0.0001	0	2	2	11	13	f	1	2	2	02	12	e	tag19458
1087.846091	0.0001	1	1	1	12	27	f	2	1	1	03	26	e	tag19459
1087.891961	0.0001	0	3	3	11	13	f	1	3	3	02	12	e	tag19460
1087.891961	0.0001	0	3	3	11	13	f	1	3	3	02	12	e	tag19461
1088.165154	0.0001	0	0	0	11	31		1	0	0	02	30		tag19462
1088.170443	0.0001	0	1	1	11	18	e	1	1	1	02	17	f	tag19463
1088.214032	0.0001	1	1	1	12	28	e	2	1	1	03	27	f	tag19464
1088.240825	0.0001	0	1	1	11	18	e	1	1	1	02	17	f	tag19465
1088.240851	0.0001	1	0	0	12	33		2	0	0	03	32		tag19466
1088.40365	0.0001	0	2	2	11	14	e	1	2	2	02	13	f	tag19467
1088.403934	0.0001	0	2	2	11	14	e	1	2	2	02	13	f	tag19468
1088.432274	0.0001	1	1	1	12	28	e	2	1	1	03	27	f	tag19469
1088.566623	0.0001	0	3	3	11	14	e	1	3	3	02	13	f	tag19470
1088.566624	0.0001	0	3	3	11	14	e	1	3	3	02	13	f	tag19471
1088.727144	0.0001	0	0	0	11	32		1	0	0	02	31		tag19472
1088.769411	0.0001	1	0	0	12	34		2	0	0	03	33		tag19473
1088.776281	0.0001	1	1	1	12	29	f	2	1	1	03	28	e	tag19474
1088.806363	0.0001	0	1	1	11	19	f	1	1	1	02	18	e	tag19475
1088.886227	0.0001	0	1	1	11	19	f	1	1	1	02	18	e	tag19476
1089.012343	0.0001	1	1	1	12	29	f	2	1	1	03	28	e	tag19477
1089.070343	0.0001	0	2	2	11	15	f	1	2	2	02	14	e	tag19478
1089.070722	0.0001	0	2	2	11	15	f	1	2	2	02	14	e	tag19479
1089.235052	0.0001	0	3	3	11	15	f	1	3	3	02	14	e	tag19480
1089.235053	0.0001	0	3	3	11	15	f	1	3	3	02	14	e	tag19481
1089.283146	0.0001	0	0	0	11	33		1	0	0	02	32		tag19482
1089.291346	0.0001	1	0	0	12	35		2	0	0	03	34		tag19483
1089.331751	0.0001	1	1	1	12	30	e	2	1	1	03	29	f	tag19484
1089.435786	0.0001	0	1	1	11	20	e	1	1	1	02	19	f	tag19485
1089.525707	0.0001	0	1	1	11	20	e	1	1	1	02	19	f	tag19486
1089.586305	0.0001	1	1	1	12	30	e	2	1	1	03	29	f	tag19487
1089.730775	0.0001	0	2	2	11	16	e	1	2	2	02	15	f	tag19488
1089.731269	0.0001	0	2	2	11	16	e	1	2	2	02	15	f	tag19489
1089.80667	0.0001	1	0	0	12	36		2	0	0	03	35		tag19490
1089.833173	0.0001	0	0	0	11	34		1	0	0	02	33		tag19491
1089.880451	0.0001	1	1	1	12	31	f	2	1	1	03	30	e	tag19492
1089.897248	0.0001	0	3	3	11	16	e	1	3	3	02	15	f	tag19493
1089.897248	0.0001	0	3	3	11	16	e	1	3	3	02	15	f	tag19494
1090.058717	0.0001	0	1	1	11	21	f	1	1	1	02	20	e	tag19495
1090.154166	0.0001	1	1	1	12	31	f	2	1	1	03	30	e	tag19496
1090.159266	0.0001	0	1	1	11	21	f	1	1	1	02	20	e	tag19497
1090.315398	0.0001	1	0	0	12	37		2	0	0	03	36		tag19498
1090.377237	0.0001	0	0	0	11	35		1	0	0	02	34		tag19499
